2024-09-13 15:58:59,492 INFO    StreamThr :2616262 [internal.py:wandb_internal():86] W&B internal server running at pid: 2616262, started at: 2024-09-13 15:58:59.492416
2024-09-13 15:58:59,493 DEBUG   HandlerThread:2616262 [handler.py:handle_request():144] handle_request: status
2024-09-13 15:58:59,495 INFO    WriterThread:2616262 [datastore.py:open_for_write():85] open: /home/rpgsbs/r01al21/PycharmProjects/pythonProject/ES2/wandb/offline-run-20240913_155859-royxhavg/run-royxhavg.wandb
2024-09-13 15:58:59,550 DEBUG   HandlerThread:2616262 [handler.py:handle_request():144] handle_request: run_start
2024-09-13 15:58:59,589 DEBUG   HandlerThread:2616262 [system_info.py:__init__():31] System info init
2024-09-13 15:58:59,590 DEBUG   HandlerThread:2616262 [system_info.py:__init__():46] System info init done
2024-09-13 15:58:59,590 INFO    HandlerThread:2616262 [system_monitor.py:start():181] Starting system monitor
2024-09-13 15:58:59,590 INFO    SystemMonitor:2616262 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-09-13 15:58:59,592 INFO    HandlerThread:2616262 [system_monitor.py:probe():201] Collecting system info
2024-09-13 15:58:59,592 INFO    SystemMonitor:2616262 [interfaces.py:start():190] Started cpu monitoring
2024-09-13 15:58:59,595 INFO    SystemMonitor:2616262 [interfaces.py:start():190] Started disk monitoring
2024-09-13 15:58:59,597 INFO    SystemMonitor:2616262 [interfaces.py:start():190] Started gpu monitoring
2024-09-13 15:58:59,599 INFO    SystemMonitor:2616262 [interfaces.py:start():190] Started memory monitoring
2024-09-13 15:58:59,600 INFO    SystemMonitor:2616262 [interfaces.py:start():190] Started network monitoring
2024-09-13 15:58:59,833 DEBUG   HandlerThread:2616262 [system_info.py:probe():195] Probing system
2024-09-13 15:58:59,835 DEBUG   HandlerThread:2616262 [system_info.py:_probe_git():180] Probing git
2024-09-13 15:58:59,851 DEBUG   HandlerThread:2616262 [system_info.py:_probe_git():188] Probing git done
2024-09-13 15:58:59,852 DEBUG   HandlerThread:2616262 [system_info.py:probe():240] Probing system done
2024-09-13 15:58:59,852 DEBUG   HandlerThread:2616262 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-116-generic-x86_64-with-glibc2.17', 'python': '3.8.12', 'heartbeatAt': '2024-09-13T14:58:59.833725', 'startedAt': '2024-09-13T14:58:59.488441', 'docker': None, 'cuda': None, 'args': ('--sparse', '--seed', '41', '--disable_drelu_grad', '--sparse_init', 'ERK', '--multiplier', '1', '--lr', '0.1', '--density', '0.0005', '--update_frequency', '4000', '--epochs', '250', '--model', 'ResNet34', '--data', 'cifar10', '--decay_frequency', '30000', '--batch-size', '128', '--growth', 'gradient', '--death', 'magnitude', '--redistribution', 'none', '--l2', '1e-4', '--wandb-mode', 'dryrun'), 'state': 'running', 'program': '/home/rpgsbs/r01al21/PycharmProjects/pythonProject/ES2/main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/TensorStrike/ES2.git', 'commit': 'a215ea638dac5bfa908c76d796d15a02dca3e7f9'}, 'email': 'lihanou@yahoo.com', 'root': '/home/rpgsbs/r01al21/PycharmProjects/pythonProject/ES2', 'host': 'MD-058161', 'username': 'r01al21', 'executable': '/home/rpgsbs/r01al21/anaconda3/envs/pytorch_py38/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2294.9171666666666, 'min': 800.0, 'max': 4300.0}, 'cpu_freq_per_core': [{'current': 1541.195, 'min': 800.0, 'max': 4300.0}, {'current': 1562.11, 'min': 800.0, 'max': 4300.0}, {'current': 1713.907, 'min': 800.0, 'max': 4300.0}, {'current': 2237.875, 'min': 800.0, 'max': 4300.0}, {'current': 1515.314, 'min': 800.0, 'max': 4300.0}, {'current': 1341.149, 'min': 800.0, 'max': 4300.0}, {'current': 1274.224, 'min': 800.0, 'max': 4300.0}, {'current': 1265.653, 'min': 800.0, 'max': 4300.0}, {'current': 940.444, 'min': 800.0, 'max': 4300.0}, {'current': 849.831, 'min': 800.0, 'max': 4300.0}, {'current': 800.064, 'min': 800.0, 'max': 4300.0}, {'current': 800.084, 'min': 800.0, 'max': 4300.0}], 'disk': {'total': 81.9483413696289, 'used': 35.8232307434082}, 'gpu': 'NVIDIA GeForce RTX 3060 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060 Ti', 'memory_total': 8589934592}], 'memory': {'total': 15.486103057861328}}
2024-09-13 15:58:59,852 INFO    HandlerThread:2616262 [system_monitor.py:probe():211] Finished collecting system info
2024-09-13 15:58:59,852 INFO    HandlerThread:2616262 [system_monitor.py:probe():214] Publishing system info
2024-09-13 15:58:59,852 DEBUG   HandlerThread:2616262 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-09-13 15:58:59,852 DEBUG   HandlerThread:2616262 [system_info.py:_save_pip():67] Saving pip packages done
