2024-09-13 15:31:57,267 INFO    StreamThr :2613554 [internal.py:wandb_internal():86] W&B internal server running at pid: 2613554, started at: 2024-09-13 15:31:57.266752
2024-09-13 15:31:57,268 DEBUG   HandlerThread:2613554 [handler.py:handle_request():144] handle_request: status
2024-09-13 15:31:57,270 INFO    WriterThread:2613554 [datastore.py:open_for_write():85] open: /home/rpgsbs/r01al21/PycharmProjects/pythonProject/ES2/wandb/offline-run-20240913_153157-5xs13hrw/run-5xs13hrw.wandb
2024-09-13 15:31:57,326 DEBUG   HandlerThread:2613554 [handler.py:handle_request():144] handle_request: run_start
2024-09-13 15:31:57,350 DEBUG   HandlerThread:2613554 [system_info.py:__init__():31] System info init
2024-09-13 15:31:57,350 DEBUG   HandlerThread:2613554 [system_info.py:__init__():46] System info init done
2024-09-13 15:31:57,350 INFO    HandlerThread:2613554 [system_monitor.py:start():181] Starting system monitor
2024-09-13 15:31:57,350 INFO    SystemMonitor:2613554 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-09-13 15:31:57,350 INFO    HandlerThread:2613554 [system_monitor.py:probe():201] Collecting system info
2024-09-13 15:31:57,351 INFO    SystemMonitor:2613554 [interfaces.py:start():190] Started cpu monitoring
2024-09-13 15:31:57,351 INFO    SystemMonitor:2613554 [interfaces.py:start():190] Started disk monitoring
2024-09-13 15:31:57,352 INFO    SystemMonitor:2613554 [interfaces.py:start():190] Started gpu monitoring
2024-09-13 15:31:57,352 INFO    SystemMonitor:2613554 [interfaces.py:start():190] Started memory monitoring
2024-09-13 15:31:57,352 INFO    SystemMonitor:2613554 [interfaces.py:start():190] Started network monitoring
2024-09-13 15:31:57,547 DEBUG   HandlerThread:2613554 [system_info.py:probe():195] Probing system
2024-09-13 15:31:57,550 DEBUG   HandlerThread:2613554 [system_info.py:_probe_git():180] Probing git
2024-09-13 15:31:57,571 DEBUG   HandlerThread:2613554 [system_info.py:_probe_git():188] Probing git done
2024-09-13 15:31:57,572 DEBUG   HandlerThread:2613554 [system_info.py:probe():240] Probing system done
